"F_Id","F_EnCode","F_FullName","F_Gender","F_DepartmentName","F_PositionName","F_WorkingNature","F_IDNumber","F_Telephone","F_AttendWorkTime","F_Birthday","F_Education","F_Major","F_GraduationAcademy","F_GraduationTime","F_Description","F_SortCode","F_EnabledMark","F_CreatorTime","F_CreatorUserId","F_LastModifyTime","F_LastModifyUserId","F_DeleteMark","F_DeleteTime","F_DeleteUserId"
"36354cbfeca14a099e4eae7e045fb5d6","181018","广醉薇","男","技术部",,"合同制","350205195609220000","18707887951",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"366c9060f3e9427b8e237087701b8ade","181006","武水绿","男","技术部",,"合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"371fdf2cfd7b4e9bbd3a3dee914fa3e4","181009","牧冰萍","男","技术部",,"合同制","350202196003035000","15605324992",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"374f53511b7b497cbd8c1bccc7444c11","181013","时紫安","女","技术部",,"合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/3/2021 08:48:47","admin",,,,,
"378aeec7529f4cdab490ca80e2541577","181014","祁凌瑶","男","技术部","技术支持经理","合同制","350205197906133000","15103012323","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"389fd61f8abc459cb63e5c0f3b89918f","181008","卫丹雪","男","技术部","高级程序员","合同制","350201195306080000","13401200235","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"18/8/2020 11:44:34","admin",,,,,
"390f969f8ce54395b91a5fb0819cb9f0","181006","武水绿","男","技术部",,"合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"3923a1f5ac554dd5ac2b8db3f6b83742","181018","广醉薇","男","技术部",,"合同制","350205195609220000","18707887951",,,"本科","计算机",,,,,,"23/3/2021 08:48:46","admin",,,,,
"39b36edc73a74e3ab67a300f7ee987f1","181015","越翠绿","男","技术部","软件工程师","合同制","350202198105274000","18708058142",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"3a0cc84a15a64191a1c15180f432c1bc","181002","巩水云","男","技术部",,"合同制","350211195211265000","18808138239",,,"本科","计算机",,,,,,"23/3/2021 08:51:30","admin",,,,,
"3a65c0c2f8a1412e92dcc3019de8b243","181023","党天春","男","技术部",,"合同制","350202196703075000","18206606474",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"3aaf448312c1459fb509f9c99e88b756","181025","桓南松","男","技术部",,"合同制","350205197611175000","17708849061",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"3b40780441824278a736dd88d6a75f6d","181028","桂白山","男","技术部","软件工程师","合同制","350206195802081000","18306926842",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"3b9593b86a794e76ba8bf971b6c2258e","181001","於友绿","男","技术部",,"合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"3c7e949adaee4dffa7d9d3fe8a63a812","181018","广醉薇","男","技术部",,"合同制","350205195609220000","18707887951",,,"本科","计算机",,,,,,"23/3/2021 08:48:49","admin",,,,,
"3c7fc7b08faa495a80bdde92e4d6cc79","181028","桂白山","男","技术部",,"合同制","350206195802081000","18306926842",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"3cfac4bc3c494607b4944bc632973630","181022","丘紫雪","男","技术部",,"合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"3d28e6e06df6462384fbcb3d12073604","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:51:32","admin",,,,,
"3d4980e7908c4262818f33d324b48495","181009","牧冰萍","男","技术部",,"合同制","350202196003035000","15605324992",,,"本科","计算机",,,,,,"23/3/2021 08:51:37","admin",,,,,
"3d5c8235703643a6a755877c9b6fe7b4","181002","巩水云","男","技术部",,"合同制","350211195211265000","18808138239",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"3f1fa034e6374555ad51ad6069ee8c5c","181004","乜以寒","男","技术部",,"合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"3f93e0fc55534db48cdf381e13220793","181010","农翠芙","女","技术部","软件工程师","合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"402cd34c88f54fca8a645e66dca021f6","181016","訾元珊","男","技术部",,"合同制","35020319710706252X","18808298428",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"40e6fba716b34901a00ebc6321c9de7a","181027","江觅风","男","技术部",,"合同制","350205196810292000","15803703121",,,"本科","计算机",,,,,,"23/3/2021 08:51:40","admin",,,,,
"41aa886fe1354b1e978bb75f82d5609a","181012","舒安容","男","技术部","网络工程师","合同制","350204198208202000","15203352716","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"18/8/2020 11:44:34","admin",,,,,
"41de3daabe6148bd9486573043441c9d","181011","巩痴灵","男","技术部",,"合同制","350203195005123000","18808138242",,,"本科","计算机",,,,,,"23/3/2021 08:48:48","admin",,,,,
"41defd01b9e64db19be131b37c8a8852","181018","广醉薇","男","技术部",,"合同制","350205195609220000","18707887951",,,"本科","计算机",,,,,,"23/3/2021 08:48:47","admin",,,,,
"41f4eb6e23204c9d9c431d759196e8e3","181011","巩痴灵","男","技术部",,"合同制","350203195005123000","18808138242",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"421be4a8233245b48902939049cf1c6e","181023","党天春","男","技术部","布线工程师","合同制","350202196703075000","18206606474","5/2/2014 00:00:00","7/3/1967 00:00:00","本科","计算机",,,,"171208131020747",,"8/12/2017 13:10:21","admin",,,,,
"421e290483044d5baea02c2c239fea86","181007","终念寒","男","技术部",,"合同制","350205196303282000","17607637666",,,"大专","计算机",,,,,,"23/3/2021 08:51:32","admin",,,,,
"42223d9e1b114be1866566675fb892de","181004","乜以寒","男","技术部",,"合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/3/2021 08:48:47","admin",,,,,
"427af1cb90b34500b824c0007827423a","181021","杜凝蝶","女","技术部","网络安全工程师","合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"429c24250bd340a7b3cf5ec37ec65200","181027","江觅风","男","技术部",,"合同制","350205196810292000","15803703121",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"42b0f511f2094c038741d1b811614d8b","181016","訾元珊","男","技术部",,"合同制","35020319710706252X","18808298428",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"437b29f2c09a4f83ae71a488cda967ac","181001","於友绿","男","技术部",,"合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"23/3/2021 08:48:52","admin",,,,,
"450a162839ea4b85af2dfa2372c14495","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"450d93b3509245f1830255cb582e9af1","181024","冯翠丝","男","技术部","网站主编","合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"45d2a46a15d84a7ca59d21f8c01e2188","181008","卫丹雪","男","技术部",,"合同制","350201195306080000","13401200235",,,"本科","计算机",,,,,,"23/3/2021 08:51:37","admin",,,,,
"46125480156c4e09bb92ab15eb69c9ce","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:48:52","admin",,,,,
"4686ceba8e0d4c21b8a20825e0681b3a","181021","杜凝蝶","女","技术部",,"合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"470f1824e53d4a6998be1f7cedcd8e7b","181028","桂白山","男","技术部","软件工程师","合同制","350206195802081000","18306926842","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"472fcb06363d4e33b17d6da38abbedf8","181001","於友绿","男","技术部","研发主管","合同制","350203195408294000","13204914516","26/11/2003 00:00:00","29/8/1954 00:00:00","本科","计算机",,,,"171208131018527",,"8/12/2017 13:10:19","admin",,,,,
"47aebe18ea4f4b4483a2a65a47e36198","181001","於友绿","男","技术部",,"合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"23/3/2021 08:48:48","admin",,,,,
"47c6e2c5ba7d4b2baafae4afaaa7dbda","181023","党天春","男","技术部","布线工程师","合同制","350202196703075000","18206606474",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"491bb6c38a824614a1f06ce8bacd7f8e","181025","桓南松","男","技术部","产品质量工程师","合同制","350205197611175000","17708849061","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"18/8/2020 11:44:34","admin",,,,,
"49cc9a33cd224f61ab4707d2dc861c43","181017","谷雁菱","男","技术部",,"合同制","350201196308291000","15605385069",,,"本科","计算机",,,,,,"23/3/2021 08:48:55","admin",,,,,
"49ed2e36a36e40f29310d16f7b2ac0e7","181018","广醉薇","男","技术部","包装设计师","合同制","350205195609220000","18707887951",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"4a8c879c6069452da67b91aa2c264237","181019","毕幼柏","男","技术部","软件工程师","合同制","350202197702093000","13902441672",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"4aa66fc113044fbca38bd113c1dc7462","181011","巩痴灵","男","技术部","系统测试工程师","合同制","350203195005123000","18808138242","30/9/2020 00:00:00","1/1/1970 00:00:00","中专","计算机",,"1/1/1970 00:00:00",,"0",,"29/12/2020 11:38:41","3074194b-1d4d-432a-b2a8-1e07fa88d644",,,,,
"4adea5b88e9a4151b3be90fde332a568","181022","丘紫雪","男","技术部",,"合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"4aea04a473e348e69dbc0b365bd077f5","181017","谷雁菱","男","技术部","网络管理员","合同制","350201196308291000","15605385069",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"4b20ebf95b224b8dacabfe14a4e1d16d","181009","牧冰萍","男","技术部","产品规划主管","合同制","350202196003035000","15605324992","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"4c8e618152014994898f9fcd343ee79c","181012","舒安容","男","技术部","网络工程师","合同制","350204198208202000","15203352716","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"4cbc771ac2a4490f86b6dc4ea74ed568","181014","祁凌瑶","男","技术部","技术支持经理","合同制","350205197906133000","15103012323","5/6/2013 00:00:00","13/6/1979 00:00:00","本科","计算机",,,,"171208131019840",,"8/12/2017 13:10:20","admin",,,,,
"4cc699a729ac4c4698212897590b3d49","181001","於友绿","男","技术部",,"合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"23/3/2021 08:48:55","admin",,,,,
"4cd6fa331f164b928fc9221fabb5ccd4","181007","终念寒","男","技术部",,"合同制","350205196303282000","17607637666",,,"大专","计算机",,,,,,"23/3/2021 08:51:37","admin",,,,,
"4cf8568a7bf949bcaefa487f48a4c1fd","181013","时紫安","女","技术部",,"合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"4cfd800292be4abebcd5a96f0d61505f","181010","农翠芙","女","技术部","软件工程师","合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"4d44a24b24164ffa811b80122c48d54d","181025","桓南松","男","技术部",,"合同制","350205197611175000","17708849061",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"4d46370fa77944bc883376897f007eee","181019","毕幼柏","男","技术部","软件工程师","合同制","350202197702093000","13902441672",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"4d5cd6f86702420783aa137f38209da2","181020","於迎曼","男","技术部","硬件工程师","合同制","350203195009011000","13204894498","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"4dfc2b0f67cc41209b43f839df9857e8","181005","游如柏","男","技术部","网络管理员","合同制","350205195607145000","17708738938",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"4ea374fdf2ed46908effdc238bb39bd0","181029","红幻波","男","技术部","通讯工程师","合同制","35020419601122205X","17708718904",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"4f217313863c48aca88f012d61f99806","181004","乜以寒","男","技术部",,"合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/3/2021 08:51:42","admin",,,,,
"5029b53ed4864f208a8dc5e73bd38250","181006","武水绿","男","技术部","安全员","合同制","350205195906290000","15305815559","1/1/1970 00:00:00","1/1/1970 00:00:00","本科","计算机",,"1/1/1970 00:00:00",,"0",,"26/11/2020 09:56:15","admin",,,,,
"508c4b5399dd4fe9bf90360f5b286098","181024","冯翠丝","男","技术部","网站主编","合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"510bb732e0594a9e9627f3f3d829d315","181018","广醉薇","男","技术部",,"合同制","350205195609220000","18707887951",,,"本科","计算机",,,,,,"23/3/2021 08:51:41","admin",,,,,
"51dbbd0512f941819efe95829d920c1e","181003","禹千青","女","技术部","产品开发技术员","合同制","350201198102091000","15103042363","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"18/8/2020 11:44:34","admin",,,,,
"5263216145af468f95b2bf27e7408246","181025","桓南松","男","技术部",,"合同制","350205197611175000","17708849061",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"526627f152c04087b68282274dbaecb8","181017","谷雁菱","男","技术部","网络管理员","合同制","350201196308291000","15605385069",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"5295176fcea744b189ae0ac3090a7cb9","181005","游如柏","男","技术部",,"合同制","350205195607145000","17708738938",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"53d72e107fff4800949c081c9a109290","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:48:47","admin",,,,,
"542e4b7f69ec42d09799732226f9bc01","181006","武水绿","男","技术部","安全员","合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"55365e9a07de4c149c16e952f12baae4","181002","巩水云","男","技术部",,"合同制","350211195211265000","18808138239",,,"本科","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"553ad0de7c4348228759ed52f7d07ca5","181003","禹千青","女","技术部","产品开发技术员","合同制","350201198102091000","15103042363",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"555994d1e34c4be0a8d7568ad8fb5a04","181006","武水绿","男","技术部",,"合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"558afd007fa24fc0b78b26a346145e76","181007","终念寒","男","技术部","软件工程师","合同制","350205196303282000","17607637666","20/3/2016 00:00:00","28/3/1963 00:00:00","大专","计算机",,,,"171208131019130",,"8/12/2017 13:10:19","admin",,,,,
"55920b0b77ff48499e2e046e06852b28","181013","时紫安","女","技术部",,"合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"55a10e87a7a54646a7f031406cb2e24c","181022","丘紫雪","男","技术部",,"合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"56dbd6cd0e55482bad33007255000543","181010","农翠芙","女","技术部",,"合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"570022c5d3e748a19d06a846a2d891c3","181017","谷雁菱","男","技术部",,"合同制","350201196308291000","15605385069",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"57580cbf019846a0a2c8afb565d311e9","181016","訾元珊","男","技术部","包装设计师","合同制","35020319710706252X","18808298428","30/10/2011 00:00:00","6/7/1971 00:00:00","本科","计算机",,,,"171208131020040",,"8/12/2017 13:10:20","admin",,,,,
"5787606f64504d1d8a4955f2dd2fe66b","181008","卫丹雪","男","技术部","高级程序员","合同制","350201195306080000","13401200235","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"57e05b8c50a64e3cb02ede7bf93bee8a","181016","訾元珊","男","技术部","包装设计师","合同制","35020319710706252X","18808298428",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"57fcac8789a5439a8a2af1d82d66e253","181012","舒安容","男","技术部",,"合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"5886621ebcba4f0b94b2a3d8c9e0adc0","181021","杜凝蝶","女","技术部",,"合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/3/2021 08:51:40","admin",,,,,
"58a89c918b8e4ec5a73f07cbbe4b668b","181023","党天春","男","技术部",,"合同制","350202196703075000","18206606474",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"58d5c54eab3548b98f1772f981b0fe33","181012","舒安容","男","技术部",,"合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"58f8d4fd435f455bae0e6b1cd07a4b66","181010","农翠芙","女","技术部",,"合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"23/3/2021 08:48:46","admin",,,,,
"5919ace63fbc4b9bb489d1a4032f0065","181002","巩水云","男","技术部","硬件工程师","合同制","350211195211265000","18808138239","30/11/2005 00:00:00","26/11/1952 00:00:00","本科","计算机",,,,"171208131018627",,"8/12/2017 13:10:19","admin",,,,,
"5940e07470f74e8480463f33f53893b9","181021","杜凝蝶","女","技术部",,"合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/3/2021 08:51:30","admin",,,,,
"59f58185f9334965a4ee37e1f76da7e8","181018","广醉薇","男","技术部",,"合同制","350205195609220000","18707887951",,,"本科","计算机",,,,,,"23/3/2021 08:48:53","admin",,,,,
"5ac05851519e45c89c7ac4bd7eabc126","181021","杜凝蝶","女","技术部",,"合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"5b32f8b64739423b85497e0431b363d4","181013","时紫安","女","技术部","产品开发技术员","合同制","350211196910033000","15002581827","1/1/1900 00:00:00","1/1/1900 00:00:00","大专","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"5b42faa72147465ba135dd59f8298ea0","181030","霍涵蕾","男","技术部","安全工程师","合同制","350206198205094000","15904073555","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"18/8/2020 11:44:34","admin",,,,,
"5c31d8756d224855b23ec979b936e570","181020","於迎曼","男","技术部","硬件工程师","合同制","350203195009011000","13204894498",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"5c9ec66129f24a85aea406470ec1c5d2","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"5cc8de45b7284f73ba61691fe4d1044c","181017","谷雁菱","男","技术部",,"合同制","350201196308291000","15605385069",,,"本科","计算机",,,,,,"23/3/2021 08:48:48","admin",,,,,
"5d1b874a0a5f487bb2a541bab35daa6f","181005","游如柏","男","技术部",,"合同制","350205195607145000","17708738938",,,"本科","计算机",,,,,,"23/3/2021 08:48:47","admin",,,,,
"5d28ebfbfa4e488d8bdad1aedcd4d836","181018","广醉薇","男","技术部","包装设计师","合同制","350205195609220000","18707887951",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"5e51f0c431e446ebab8d0dc6069cd4e6","181027","江觅风","男","技术部",,"合同制","350205196810292000","15803703121",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"5f1a66ecd99a43e98c0973dd3916ecf7","181023","党天春","男","技术部",,"合同制","350202196703075000","18206606474",,,"本科","计算机",,,,,,"23/3/2021 08:51:37","admin",,,,,
"5f8e1d4191194ba7b2e4c1b7f08f64b7","181011","巩痴灵","男","技术部",,"合同制","350203195005123000","18808138242",,,"本科","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"600f5cf9802647f89b4a057e72383bde","181028","桂白山","男","技术部",,"合同制","350206195802081000","18306926842",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"6037de8ee9044f5d9f8eca2ef7378fd4","181021","杜凝蝶","女","技术部",,"合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"60d1290eac4a4d068fb0b0c640d53b5b","181009","牧冰萍","男","技术部","产品规划主管","合同制","350202196003035000","15605324992",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"619e427ad6444fd09cf54b7f6bd015ac","181029","红幻波","男","技术部",,"合同制","35020419601122205X","17708718904",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"61ca98ae2fd74801a51356c50eef7918","181021","杜凝蝶","女","技术部","网络安全工程师","合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"62b64fe5274c49cd8c7000bf83767374","181011","巩痴灵","男","技术部",,"合同制","350203195005123000","18808138242",,,"中专","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"62d1a13e25f2446fa618c2c658332851","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"633d433d9db842e9a6b9f08060986cb5","181012","舒安容","男","技术部",,"合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"23/3/2021 08:51:37","admin",,,,,
"63aab91b5e5842eaaf020708810d132a","181013","时紫安","女","技术部",,"合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/3/2021 08:48:55","admin",,,,,
"63ea2c2249ea4a7c93b893bd2c4aff58","181008","卫丹雪","男","技术部","高级程序员","合同制","350201195306080000","13401200235",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"645955647e1e479096740c907ddf21f3","181029","红幻波","男","技术部",,"合同制","35020419601122205X","17708718904",,,"本科","计算机",,,,,,"23/3/2021 08:48:48","admin",,,,,
"65c587c18ae04e9496187740bc5bc4f6","181008","卫丹雪","男","技术部",,"合同制","350201195306080000","13401200235",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"65ea7ac3f6754c1fa2c442d2d24fd72b","181012","舒安容","男","技术部",,"合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"662a3f5532ab4460971759dea0ffd45e","181024","冯翠丝","男","技术部","网站主编","合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"667d9da298cd40d9a472a7d14450d8d9","181030","霍涵蕾","男","技术部","安全工程师","合同制","350206198205094000","15904073555",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"670165dad1b94d3b9eefd387606e1997","181011","巩痴灵","男","技术部",,"合同制","350203195005123000","18808138242",,,"中专","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"676465aac5b7454fb4be4846c42a6524","100001","佘亚头","男","技术部",,"合同制","350201198102091000","18518888888",,,"本科","计算机","厦门大学",,,,,"23/3/2021 08:51:39","admin",,,,,
"6789c551ac4347bf8b0c35b04d055374","181010","农翠芙","女","技术部",,"合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"23/3/2021 08:48:47","admin",,,,,
"690c2cf3072f42b1b655837530c2e61e","100001","佘亚头","男","技术部","程序员","合同制","350201198102091000","18518888888",,,"本科","计算机","厦门大学",,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"693ffb27e6e4415196114456e7922972","100001","佘亚头","男","技术部",,"合同制","350201198102091000","18518888888",,,"本科","计算机","厦门大学",,,,,"23/3/2021 08:51:34","admin",,,,,
"6968f8ef49d64abf83080974c3d4ba54","181028","桂白山","男","技术部",,"合同制","350206195802081000","18306926842",,,"本科","计算机",,,,,,"23/3/2021 08:48:48","admin",,,,,
"69c2b4d20d2b4c1fa457b8b14df7afe9","181004","乜以寒","男","技术部",,"合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"69c7faa6711646f0949f5fedf1e978ce","181026","芮秋双","女","技术部",,"合同制","350203196402290000","15505014641",,,"本科","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"6a3bca2be5ed4093a4223c0f62a8d0ad","181021","杜凝蝶","女","技术部",,"合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"6b0fc76285544b629955358ba6f3ad1b","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"6b11a649303240f0b4584e7a385c0c46","181003","禹千青","女","技术部",,"合同制","350201198102091000","15103042363",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"6b426159c8574533aa18dbe28debcd75","181029","红幻波","男","技术部","通讯工程师","合同制","35020419601122205X","17708718904","6/12/2007 00:00:00","22/11/1960 00:00:00","本科","计算机",,,,"171208131021357",,"8/12/2017 13:10:21","admin",,,,,
